번호,도서명,저자,출판사,발행년도,ISBN,세트 ISBN,부가기호,권,주제분류번호,도서권수,대출건수,등록일자
897,"가짜 뉴스, 뭔데 이렇게 위험해?","만프레트 타이젠 지음, 베레나 발하우스 그림, 김신종 옮김",리듬문고,2021,9.78897E+12,,,,,1,0,2021-03-12
898,"퇴근 후, 책방 여행",이연주 지음,리얼북스,2021,9.79119E+12,,,,,1,0,2021-03-12
899,스타디움 미디어,석원 지음,커뮤니케이션북스,2021,9.79113E+12,,,,,1,0,2021-03-12
900,"빌 게이츠, 기후재앙을 피하는 법(움도1)","빌 게이츠 지음, 김민주.이엽 옮김",김영사,2021,9.78893E+12,,,,,1,0,2021-03-12
901,신동원 교수의 한국과학문명사 강의(움도1),신동원 지음,책과함께,2021,9.79119E+12,,,,,1,0,2021-03-12
902,바다와 하늘이 만나다(움아1),"테리 펜.에릭 펜 지음, 이순영 옮김",북극곰,2018,9.79119E+12,,,,,1,0,2021-03-12
903,연대하는 페미니즘,정현백 지음,동녘,2021,9.78897E+12,,,,,1,0,2021-03-12
904,새내기 노동인 ㄱㄴㄷ,손석춘 지음,철수와영희,2020,9.79119E+12,,,,,1,0,2021-03-12
905,"정의의 길, 역사의 길",김삼웅 지음,철수와영희,2021,9.79119E+12,,,,,1,0,2021-03-12
906,향수해,도정 지음,담앤북스,2020,9.79116E+12,,,,220.4,1,0,2021-03-12
907,"관음신앙, 33개의 나침반",목경찬 지음,담앤북스,2020,9.79116E+12,,,,223.54,1,0,2021-03-12
908,미타행자의 수행한담,본연 지음,담앤북스,2021,9.79116E+12,,,,224.81,1,0,2021-03-12
909,맑은 가난,선행 지음,담앤북스,2021,9.79116E+12,,,,220.4,1,0,2021-03-12
910,모랄리아,플루타르코스,한길사,2021,9.78894E+12,,,,160.28,1,0,2021-03-12
911,인문정신이란 무엇인가,김월회.안재원 지음,길(도서출판),2021,9.78896E+12,,,,,1,0,2021-03-12
912,급진적 무신론,"마르틴 헤글룬드 지음, 오근창 옮김",그린비,2021,9.78898E+12,,,,,1,0,2021-03-12
913,지적 허영을 위한 퇴근길 철학툰 : 고대·중세 편,이즐라 지음,큐리어스(Qrious),2021,9.79119E+12,,,,,1,0,2021-03-12
914,반려동물과 이별한 사람을 위한 책,"이학범 지음, 김건종 감수",포르체,2021,9.79119E+12,,,,,1,0,2021-03-12
915,오늘부터 내 맘대로 살겠습니다(독치1),"미리안 골덴베르그 지음, 박미경 옮김",청미래,2021,9.78899E+12,,,,,1,0,2021-03-12
916,마음챙김의 인문학,임자헌 지음,포르체,2021,9.7912E+12,,,,,1,0,2021-03-12
917,인문교양책 만드는 법,이진 지음,유유,2021,9.79119E+12,,,,,1,0,2021-03-12
918,푸코와 장애의 통치,"셸리 트레마인 엮음, 박정수.임송이 옮김",그린비,2020,9.78898E+12,,,,,1,0,2021-03-12
919,교육사회학,"에밀 뒤르켐 지음, 정헌주 옮김",간디서원(크레파스),2021,9.789E+12,,,,,1,0,2021-03-12
920,n잡 시대에 부쳐,홍인혜 외 지음,보틀프레스,2020,9.7912E+12,,,,,1,0,2021-03-12
921,판을 짜는 사람들의 단단한 기획 노트,고선영 외 지음,보틀프레스,2021,9.7912E+12,,,,,1,0,2021-03-12
922,"아, 단단히 끼였다",피터(Peter) 지음,책밥,2020,9.79119E+12,,,,,1,0,2021-03-12
923,"코로나, 변화의 방아쇠를 당기다",박연미 지음,책밥,2021,9.79119E+12,,,,,1,0,2021-03-12
924,무엇이 법을 만드는가,"리엄 머피 지음, 이종철.김대근 옮김",글항아리,2021,9.78897E+12,,,,,1,0,2021-03-12
925,그럼에도 나는 아파트를 사기로 했다(스마트2),박성혜(훨훨) 지음,매경출판,2020,9.79116E+12,,,,327.87,1,1,2021-03-12
926,생각하라 그리고 부자가 되어라,"나폴레온 힐 지음, 빌 하틀리 엮음, 이한이 옮김",반니,2021,9.79119E+12,,,,,1,0,2021-03-12
927,"엄마의 감정 연습(인문1, 독치1)",박태연 지음,유노라이프,2021,9.79119E+12,,,,,2,0,2021-03-12
928,경험으로서의 예술,"존 듀이 지음, 이재언 옮김",책세상,2020,9.79116E+12,,,,,1,0,2021-03-12
929,첫 번째 팝 아트 시대,"핼 포스터 지음, 조주연 옮김",워크룸프레스(Workroom),2021,9.79119E+12,,,,,1,0,2021-03-12
930,알록달록 마노의 일러스트 자수,류승희(마노자수) 지음,책밥,2020,9.79119E+12,,,,,1,0,2021-03-12
931,필요의 탄생,"헬렌 피빗 지음, 서종기 옮김",푸른숲,2021,9.79116E+12,,,,,1,0,2021-03-12
932,"햄버거, 어떻게 조립해야 하나?","시라네 도모히코 지음, 용동희 옮김, Seita Yoshizawa 감수",그린쿡,2021,9.78897E+12,,,,,1,0,2021-03-12
933,1분이면 코가 뻥 뚫린다,"곤노 세이시 지음, 장은주 옮김",비에이블,2021,9.79119E+12,,,,,1,0,2021-03-12
934,레이스 손뜨개 모티브와 도일리 100,일본보그사 지음,북핀,2021,9.79119E+12,,,,,1,0,2021-03-12
935,제로 웨이스트는 처음인데요,소일 지음,판미동,2021,9.79116E+12,,,,,1,0,2021-03-12
936,의사가 알려주는 건강한 음주법,"후지타 고이치로 지음, 정지영 옮김",책밥,2020,9.79119E+12,,,,,1,0,2021-03-12
937,강정이 넘치는 집 한식 디저트,황용택 지음,더테이블,2021,9.79116E+12,,,,,1,0,2021-03-12
938,요리는 어렵지 않아,"아르튀르 르 켄 지음, 야니스 바루치코스 그림, 고은혜 옮김",그린쿡,2021,9.78897E+12,,,,,1,0,2021-03-12
939,아이가 내 맘 같지 않아도 꾸짖지 않는 육아,"니콜라 슈미트 지음, 장윤경 옮김",위즈덤하우스,2021,9.79119E+12,,,,,1,0,2021-03-12
940,안전 인문학 수업,이명우 지음,지식공감,2021,9.79116E+12,,,,,1,0,2021-03-12
941,"스팅, 자연의 따끔한 맛","저스틴 슈미트 지음, 정현창 옮김",초사흘달,2021,9.7912E+12,,,,,1,0,2021-03-12
942,과학이란 무엇인가,"버트런드 러셀 지음, 장석봉 옮김",사회평론,2021,9.79116E+12,,,,,1,0,2021-03-12
943,슈퍼파워! 곤충 배틀,"케이트 메스너 지음, 질리언 니켈 그림, 이원경 옮김, 김태우 도움글",반니,2020,9.79119E+12,,,,,1,0,2021-03-12
944,이상한 유전자 여행,"클라우디아 프란돌리 지음, 주효숙 옮김, 김혜원 감수",반니,2020,9.79119E+12,,,,,1,0,2021-03-12
945,인터랙티브한 쌍방향 온라인 수업.강의,장원일.정호중.김성혁 지음,피와이메이트,2020,9.79117E+12,,,,,1,0,2021-03-12
946,미야모토 무사시,"우오즈미 다카시 지음, 김수희 옮김",에이케이커뮤니케이션즈,2020,9.79113E+12,,,,,1,0,2021-03-12
947,쉽게 따라하는 행동경제학,"오타케 후미오 지음, 김동환 옮김",AK(에이케이)커뮤니케이션즈,2020,9.79113E+12,,,,,1,0,2021-03-12
948,"난민, 멈추기 위해 떠나는 사람들",하영식 지음,뜨인돌,2021,9.78896E+12,,,,,1,0,2021-03-12
949,변증법적 상상력,"마틴 제이 지음, 노명우 옮김",동녘,2021,9.78897E+12,,,,,1,0,2021-03-12
950,장애 : 약체들과 사회들,"앙리-자크 스티케 지음, 오영민 옮김",그린비,2021,9.78898E+12,,,,,1,0,2021-03-12
951,주체적으로 산다,임홍태 지음,책과이음,2019,9.79119E+12,,,,,1,0,2021-03-12
952,주자학과 양명학,"시마다 겐지 지음, 김석근 옮김",AK(에이케이커뮤니케이션즈),2020,9.79113E+12,,,,,1,0,2021-03-12
953,『도덕경』의 철학,"한스-게오르크 묄러 지음, 김경희 옮김",이학사,2021,9.78896E+12,,,,,1,0,2021-03-12
954,이게 다 심리학 덕분이야,주현성 지음,더좋은책,2021,9.789E+12,,,,,1,0,2021-03-12
955,"나는 죽으려고 했던 심리학자입니다(인문1, 독치1)","제시 베링 지음, 공경희 옮김",더퀘스트,2021,9.79117E+12,,,,,2,0,2021-03-12
956,"프로이트, 지금은 나 자신을 사랑할 때","멍즈 지음, 하진이 옮김",오렌지연필,2020,9.79119E+12,,,,,1,0,2021-03-12
957,쓱 하고 싹 배우는 파워포인트 2016,김영미 지음,영진.com(영진닷컴),2021,9.78893E+12,,,,,1,0,2021-03-12
958,"융, 마음이 단단한 사람","류쑤핑 지음, 원녕경 옮김",오렌지연필,2020,9.79119E+12,,,,,1,0,2021-03-12
959,"나이 든 부모의 마음을 이해하는 대화 수업(인문1, 독치1)","데이비드 솔리 지음, 김미란 옮김",반니,2021,9.79119E+12,,,,,2,0,2021-03-12
960,"그래봤자 책, 그래도 책",박균호 지음,소명출판,2021,9.79116E+12,,,,,1,0,2021-03-12
961,3번 읽기의 힘,김범준 지음,반니,2021,9.79119E+12,,,,,1,0,2021-03-12
962,"청소년 및 성인을 위한 ADHD의 인지행동치료, 제2판","Susan Young.Jessica Bramham 지음, 최병휘 외 옮김",시그마프레스,2019,9.79116E+12,,,,,1,0,2021-03-12
963,"모두와 친구가 되고 싶은 오로르(문학1, 독치1)","더글라스 케네디 지음, 조안 스파르 그림, 조동섭 옮김",밝은세상,2021,9.78898E+12,,,,,2,0,2021-03-12
964,"영화로 만나는 트라우마 심리학(인문1, 독치1)",김준기 지음,수오서재,2021,9.79119E+12,,,,,2,0,2021-03-12
965,"아니, 이 쓰레기는 뭐지?","다키자와 슈이치 지음, 김경원 옮김",현암사,2021,9.78893E+12,,,,,1,0,2021-03-12
966,어떻게 성공했나,"가이 라즈 지음, 이경남 옮김",알에이치코리아(RHK),2021,9.78893E+12,,,,,1,0,2021-03-12
967,Everyday Hero,"캐슬린 체리 지음, 윤경선 옮김",한울림스페셜,2020,9.78899E+12,,,,,1,0,2021-03-12
968,홀스또메르,"레프 니콜라예비치 톨스토이 지음, 한현희 옮김",뿌쉬낀하우스,2021,9.79117E+12,,,,,1,0,2021-03-12
969,신의 눈물,"하세 세이슈 지음, 허성재 옮김",혜지원,2021,9.78898E+12,,,,,1,0,2021-03-12
970,물고기에게 물에 관해 묻는 일,"캐서린 라이언 하이드 지음, 이진경 옮김",뒤란,2020,9.7912E+12,,,,,1,0,2021-03-12
971,그녀는 다 계획이 있다(움도1),"히가시노 게이고 지음, 양윤옥 옮김",하빌리스,2021,9.79114E+12,,,,,1,0,2021-03-12
972,우리의 사람들,박솔뫼 지음,창비,2021,9.78894E+12,,,,,1,0,2021-03-12
973,남자의 자리,"아니 에르노 지음, 신유진 옮김",1984Books,2021,9.79119E+12,,,,,1,0,2021-03-12
974,현대 생활의 발견,"오노레 드 발자크 지음, 고봉만 외 옮김",민음사,2021,9.78894E+12,,,,,1,0,2021-03-12
975,"헛간, 불태우다","윌리엄 포크너 지음, 김욱동 옮김",민음사,2021,9.78894E+12,,,,,1,0,2021-03-12
976,케이라플레르 플라워 코스,김애진 지음,한즈미디어(한스미디어),2021,9.79116E+12,,,,,1,0,2021-03-12
977,아이가 좋아하는 가장 쉬운 그림 그리기,최재광 지음,동양북스(동양문고),2020,9.79116E+12,,,,,1,0,2021-03-12
978,한국 전통쓰개와 복식공예,이미석.공은하 지음,이담북스,2020,9.79117E+12,,,,,1,0,2021-03-12
979,액세서리 스타일북 CLASS BOOK,"아사히신문출판 지음, 신재은 감수",마피아싱글하우스,2021,9.7912E+12,,,,,1,0,2021-03-12
980,체현의 미학,오의석 지음,한국학술정보,2021,9.79117E+12,,,,,1,0,2021-03-12
981,쉽게 만드는 매듭 소품,김윤정 지음,아이생각(디지털북스),2021,9.789E+12,,,,,1,0,2021-03-12
982,우리가 사랑한 고흐,최상운 지음,샘터사,2021,9.78895E+12,,,,,1,0,2021-03-12
983,전통 활쏘기,박성완 지음,한국학술정보,2021,9.79117E+12,,,,,1,0,2021-03-12
984,반려동물 법률상담사례집,박상진 외 지음,박영스토리,2021,9.79117E+12,,,,,1,0,2021-03-12
985,포유류의 번식―암컷 관점,"버지니아 헤이슨.테리 오어 지음, 김미선 옮김, 최진 감수",뿌리와이파리,2021,9.78896E+12,,,,,1,0,2021-03-12
986,왕자귀나무,황호림 지음,책나무출판사,2021,9.78896E+12,,,,,1,0,2021-03-12
987,"날개 달린 형제, 꼬리 달린 친구","제인 구달 외 지음, 채수문 옮김, 최재천 감수",바이북스,2021,9.79116E+12,,,,,1,0,2021-03-12
988,지구인의 우주공부,이명현 지음,바다출판사,2021,9.79119E+12,,,,,1,0,2021-03-12
989,무의미한 날들을 위한 철학,"프랑크 마르텔라 지음, 황성원 옮김",어크로스,2021,9.79119E+12,,,,,1,0,2021-03-12
990,미래를 읽다 과학이슈 11 Season 11,반기성 외 지음,동아M&B(과학동아북스),2021,9.79116E+12,,,,,1,0,2021-03-12
991,사진이 말하고 싶은 것들,김경훈 지음,시공아트,2021,9.79117E+12,,,,,1,0,2021-03-12
992,변신의 역사,"존 B. 카추바 지음, 이혜경 옮김",미래의창,2021,9.7912E+12,,,,,1,0,2021-03-12
993,유럽 명문 클럽의 뼈 때리는 축구 철학,"니시베 겐지 지음, 이지호 옮김, 한준희 감수",한즈미디어(한스미디어),2021,9.79116E+12,,,,,1,0,2021-03-12
994,시크릿 승마노트,정구현 지음,좋은땅,2021,9.79117E+12,,,,,1,0,2021-03-12
995,파티플래너의 자격,이우용 지음,이담북스,2021,9.79117E+12,,,,,1,0,2021-03-12
996,외로운 도시,"올리비아 랭 지음, 김병화 옮김",어크로스(어크로스출판그룹),2020,9.79119E+12,,,,,1,0,2021-03-12
997,영화를 만든다는 것,"제이미 톰슨 스턴 지음, 이다혜 옮김",지노,2020,9.79119E+12,,,,,1,0,2021-03-12
998,앞서 나가는 10대를 위한 빅데이터,"카를라 무니 지음, 알렉시스 코넬 그림, 이다윤 옮김",타임북스,2020,9.78893E+12,,,,,1,0,2021-03-12
999,앞서 나가는 10대를 위한 산업디자인,"카를라 무니 지음, 톰 카스테일 그림, 이다윤 옮김",타임북스,2020,9.7912E+12,,,,,1,0,2021-03-12
1000,홀그레인 비건 베이킹,김문정 지음,레시피팩토리,2021,9.79119E+12,,,,,1,0,2021-03-12
1001,팬 뱅잉 COOKIE,"사라 키퍼 지음, 서지희 옮김",티나,2021,9.79119E+12,,,,,1,0,2021-03-12
1002,감각 통합 놀이,석경아.변미선.강은선 지음,소울하우스,2021,9.79119E+12,,,,,1,0,2021-03-12
1003,전문가와 목공 동호인을 위한 수납 디자인,"엑스날리지 지음, 박승희 옮김",마티,2021,9.79119E+12,,,,,1,0,2021-03-12
1004,더 믹솔로지,"나구모 슈조 지음, 김수연 옮김, 성중용 감수",,2021,9.79116E+12,,,,,1,0,2021-03-12
1005,프랑스 향토 과자,김다은 지음,더테이블,2020,9.79116E+12,,,,,1,0,2021-03-12
1006,부모 노릇,민승기 지음,나비의활주로,2021,9.79119E+12,,,,,1,0,2021-03-12
1007,그렇게 말해주니 공부하고 싶어졌어요,한혜원 지음,위즈덤하우스,2021,9.79119E+12,,,,,1,0,2021-03-12
1008,체지방,"김정아 옮김, 츠치다 타카시 외 감수",성안당,2021,9.78893E+12,,,,,1,0,2021-03-12
1009,당질,"마키타 젠지 지음, 김선숙 옮김, 차원 감수",성안당,2020,9.78893E+12,,,,,1,0,2021-03-12
1010,단백질,"김정아 옮김, 차원 감역, 후지타 사토시 감수",성안당,2020,9.78893E+12,,,,,1,0,2021-03-12
1011,의사 사용 설명서,황세원 지음,라온북,2021,9.79119E+12,,,,,1,0,2021-03-12
1012,아이의 생각을 열어 주는 초등 인문학,정홍 지음,심야책방,2021,9.79116E+12,,,,,1,0,2021-03-12
1013,엄마의 공부머리 말 습관,이임숙 지음,카시오페아,2021,9.79119E+12,,,,,1,0,2021-03-12
1014,사피엔스와 바이러스의 공생,"야마모토 타로 지음, 한승동 옮김",메디치미디어,2020,9.79116E+12,,,,,1,0,2021-03-12
1015,내 몸 내 뼈,"황신언 지음, 진실희 옮김",유노북스,2021,9.79119E+12,,,,,1,0,2021-03-12
1016,집의 사연,신동훈 지음,따비,2021,9.789E+12,,,,,1,0,2021-03-12
1017,엄마의 감정이 말이 되지 않게,김선호 지음,서랍의날씨,2021,9.79116E+12,,,,,1,0,2021-03-12
1018,어부의 밥상에는 게미가 있다,최승용.한다정 지음,3people(쓰리피플),2020,9.79119E+12,,,,,1,0,2021-03-12
1019,하루 한 장 엄마의 영어책 읽기 습관,장정아 지음,레몬컬쳐,2021,9.79119E+12,,,,,1,0,2021-03-12
1020,칵테일탐구생활,"김호 지음, 정인성 감수",21세기북스(북이십일 21세기북스),2020,9.78895E+12,,,,,1,0,2021-03-12
1021,우리 아이 중독 심리 백과,김영한 외 지음,Storehouse,2021,9.79119E+12,,,,,1,0,2021-03-12
1022,이상한 부엌의 마법사,김성환 지음,이매진,2021,9.79116E+12,,,,,1,0,2021-03-12
1023,고양이에게는 하루 1시간 놀이가 필요해,김효진 지음,위즈덤하우스,2021,9.79119E+12,,,,,1,0,2021-03-12
1024,버드홀릭,최종수 지음,자연과생태,2021,9.79116E+12,,,,,1,0,2021-03-12
1025,탐닉의 설계자들,"다마키 신이치로 지음, 안선주 옮김",쌤앤파커스,2021,9.79117E+12,,,,,1,0,2021-03-12
1026,잠깐 수습 좀 하고 올게요,"제시카 배컬 지음, 고정아 옮김",북하우스,2021,9.79116E+12,,,,,1,0,2021-03-12
1027,"공부하느라 수고했어, 오늘도",신영환 지음,서사원,2021,9.79119E+12,,,,,1,0,2021-03-12
1028,조금씩 천천히 자연식물식,이의철 지음,니들북,2021,9.79114E+12,,,,,1,0,2021-03-12
1029,젓가락질 너는 자유다,조한별 지음,휴머니스트,2021,9.79116E+12,,,,,1,0,2021-03-12
1030,참 쉬운 핑거푸드,노고은.정지윤.강정욱 지음,iamfoodstylist(아이엠푸드스타일리스트),2021,9.79119E+12,,,,,1,0,2021-03-12
1031,"궁금했어, 뇌과학","유윤한 지음, 나수은 그림",나무생각,2020,9.79116E+12,,,,,1,0,2021-03-12
1032,무엇을 먹을 것인가,"콜린 캠벨.토마스 캠벨 지음, 유자화 외 옮김, 이의철 감수",열린과학,2020,9.78899E+12,,,,,1,0,2021-03-12
1033,아들 키우기가 고민입니다,정윤경.김윤정 지음,한솔수북,2020,9.79117E+12,,,,,1,0,2021-03-12
1034,비만의 사회학,박승준 지음,청아출판사,2021,9.78894E+12,,,,,1,0,2021-03-12
1035,"몸, 한의학으로 다시 태어나다",안세영.조정래 지음,와이겔리,2020,9.78899E+12,,,,,1,0,2021-03-12
1036,초등 온택트 공부법,김효경 지음,청림Life,2021,9.79119E+12,,,,,1,0,2021-03-12
1037,엄마는 아무것도 몰라요,장현숙 지음,행복에너지,2021,9.79116E+12,,,,,1,0,2021-03-12
1038,하루 5분 동요의 힘,김현정 지음,다산에듀,2021,9.79113E+12,,,,,1,0,2021-03-12
1039,성인 ADHD의 대처기술 안내서,"J. Russell Ramsay 외 지음, 한국성인ADHD임상연구회 옮김",하나醫學社,2019,9.79119E+12,,,,,1,0,2021-03-12
1040,(과학적·철학적·신학적 관점으로 본) 유신 진화론 비판,"J. P. 모어랜드,스티븐 마이어,크리스토퍼 쇼,앤 게이저,웨인 그루뎀 편집 ;소현수,현창기,배성민,김병훈 옮김",부흥과개혁사,2019,9.78896E+12,,0,2,231.177,1,1,2021-03-09
1041,비뢰도:검류혼 장편 신무협 환타지 소설,검류혼 저,청어람,2015,9.78896E+12,9.78896E+12,0,2,813.6,1,0,2021-03-09
1042,고양이 해결사 깜냥,홍민정 지음 ;김재희 그림,창비,2020,9.78894E+12,,7,2,813.8,1,0,2021-03-09
1043,충주고구려비 연구,동북아역사재단 한국고중세사연구소,동북아역사재단,2020,9.78896E+12,,,,911.032,1,1,2021-03-09
1044,청약 맞춤 수업:청약·분양권 전문가 월용이의 포지셔닝에 따른,박지민(월용이)지음,더스(더디퍼런스),2021,9.79116E+12,,0,,327.87,1,2,2021-03-09
1045,진짜 부자들의 돈 쓰는 법 (당신의 인생을 극적으로 바꿔주는 48가지 힌트),사토 도미오,한국경제신문i,2021,9.78895E+12,,,,325.211,1,2,2021-03-09
1046,천연발효 베이킹 ,홍상기 지음,비앤씨월드,2020,9.79119E+12,,1,,594.71,1,1,2021-03-09
1047,주식시장의 17가지 미신:왜 대다수의 투자자는 시장에서 돈을 잃는가,켄 피셔;라라 호프만스 지음;이건 옮김,페이지2(page2),2021,9.79119E+12,,0,,327.856,1,2,2021-03-09
1048,재무제표를 알면 오르는 주식이 보인다 :재무제표도 모르고 주식투자할 뻔했다 ,양대천 지음,원앤원콘텐츠그룹,2020,9.79116E+12,,0,,327.856,1,2,2021-03-09
1049,자바스크립트로 하는 자료 구조와 알고리즘 (핵심 자료 구조 및 알고리즘을 이해하고 구현하기 위한 입문서),<b>배세민</b>,에이콘,2019,9.79116E+12,,,,5.138,1,1,2021-03-09
1050,이육사 시집,이육사,범우사,2019,9.78891E+12,,,,811.6,1,0,2021-03-09
1051,이스라엘의 포로와 회복 :기원전 6세기 히브리 사상 연구 ,피터 R. 아크로이드 지음 ;이윤경 옮김,CLC(기독교문서선교회),2019,9.78893E+12,,9,,233.109,1,1,2021-03-09
1052,유신진화론비판 하/완결,J. P. 모어랜드,부흥과개혁사,2019,9.78896E+12,,,,,0,0,2021-03-09
1053,웨어하우스,롭 하트,북로드,2021,9.79116E+12,,,,843.6,1,1,2021-03-09
1054,"운을 부르는 습관 (돈과 행운, 사람을 끌어당기는 8가지 비밀)",게이 헨드릭스,중앙books(중앙북스),2021,9.78893E+12,,,,325.211,1,1,2021-03-09
1055,"우리가 돈이 없지, 안목이 없냐 - 가난하다고 왜 철학이 없겠는가?",아무개 (지은이),포르체,2021,9.79119E+12,,,,818,1,1,2021-03-09
1056,영업은 대본이 9할 :저자가 세일즈 고수가 된 이유 ,가가타 히로유키 지음 ;정지영 옮김,청홍,2020,9.78897E+12,,0,,325.5,1,0,2021-03-09
1057,아파트 청약 우선 당첨 : 부동산 세금·절세,이진규 지음,경영정보사,2020,9.79119E+12,,1,,327.87,1,2,2021-03-09
1058,아모스서 :시온에서 사자가 부르짖을 때 ,"지은이: 류호준,주현규",새물결플러스,2020,9.79116E+12,,9,,233.48,1,1,2021-03-09
1059,실전 프레젠테이션 이야기 - 하나의 브랜드로 일하고 성장하는 법,채자영 (지은이),필로스토리,2020,9.7912E+12,,,,818,1,0,2021-03-09
1060,실전 알고리즘 트레이딩 배우기 (파이썬으로 시작하는 알고리즘 트레이딩의 기초와 실전 전략),세바스티앙 도나디오.수라브 고쉬 지음|이기홍,에이콘출판,2021,9.79116E+12,,,,4.73,1,1,2021-03-09
1061,"스위트 쿠키 50 =Sweet cookie :예쁘고, 맛있고, 정성 가득한 나만의 쿠키 ",지은이: 스테이시 아디만도 ;번역·감수: 고상진,리스컴,2020,9.79116E+12,,1,,594.71,1,1,2021-03-09
1062,세금을 알아야 부가 보인다 :현직 세무사가 알려주는 속 시원한 절세 비법 56가지 ,이동기 지음,청림출판,2021,9.78894E+12,,1,,329.4,1,1,2021-03-09
1063,샌드위치의 모든 것,"메이랩 지음;배용경,조윤화 [공]포토그래퍼",경향미디어,2021,9.78897E+12,,1,,594.5544,1,1,2021-03-09
1064,비뢰도2,검류혼,청어람,2005,9.78896E+12,9.78896E+12,,,,0,0,2021-03-09
1065,부자들은 이런 주식을 삽니다 :861% 수익을 올린 젊은 투자자 김현준의 실전 투자법,김현준 지음,위즈덤하우스,2021,9.79119E+12,,0,,327.856,1,2,2021-03-09
1066,베드로전서 :십자가의 도를 따르는 순례자,에드먼드 클라우니 지음 ;정옥배 옮김,IVP,2020,9.78893E+12,,9,,233.792,1,0,2021-03-09
1067,베드로의 예루살렘 활동 :사도행전 4-5장 ,유상현 지음,대한기독교서회,2019,9.78895E+12,,9,,233.66,1,0,2021-03-09
1068,먹는 단식 FMD=Fasting mimicking diet :아프지 않고 오래 사는 식사 혁명 ,정양수 지음,문학동네,2019,9.78895E+12,,1,,512.54,1,1,2021-03-09
1069,(머신러닝과 블록체인을 떠받치는)GPU의 모든 기술,Hisa Ando 지음 ;길양이 옮김,남가람북스,2018,9.7912E+12,,9,,4.76,1,1,2021-03-09
1070,만나지 않았더라면 좋았을 거짓말쟁이 너에게 (JM북스),사토 세이난,제우미디어,2021,9.78896E+12,,,,833.6,1,1,2021-03-09
1071,로마서 :온 세상을 향한 하나님의 복음 ,존 스토트 지음 ;정옥배 옮김,IVP(한국기독학생회출판부),2019,9.78893E+12,,9,,233.71,1,1,2021-03-09
1072,"독재자가 되는 법 - 히틀러부터 김일성까지, 20세기의 개인숭배","프랑크 디쾨터 (지은이), 고기탁 (옮긴이)",열린책들,2021,9.78893E+12,,,,341.7,1,0,2021-03-09
1073,도서관 별책부록:우리는 도서관에 산다,대치도서관 사서들 지음,리스컴,2021,9.79116E+12,,0,,23,1,0,2021-03-09
1074,단순하게 살아라 :더 쉽고 더 행복하게 살기 ,"베르너 퀴스텐마허,로타르 자이베르트 ;유혜자 옮김",김영사,2021,9.78893E+12,,0,,325.1,1,1,2021-03-09
1075,다시보기: 이스라엘의 포로와 회복 :바벨론과 페르시아 시대에 대한 피터 아크로이드 기념 논문 모음 ,"개리 N. 크노퍼스,레스터 L. 그래브,데이드레 N. 풀턴 편집 ;이윤경 옮김",CLC(기독교문서선교회),2019,9.78893E+12,,9,,233.1,1,0,2021-03-09
1076,낮에도 별은 빛나고 있음을,이석균 (지은이),생활성서사,2021,9.78898E+12,,,,238.2,1,1,2021-03-09
1077,꿈꾸던 전원주택을 짓다 :순서대로 따라 하면 완성되는 나의 집 ,이동혁 지음,카멜북스,2018,9.789E+12,,1,,549.7,1,1,2021-03-09
1078,괜찮아 나도 그랬으니까 :이근후 정신과 전문의가 알려주는 서툴지만 내 인생을 사는 법 ,"이근후 지음;조은소리,조강현 그림",가디언,2020,9.79119E+12,,0,,199.1,1,0,2021-03-09
1079,갈라디아서:의와 자유에 이르는 오직 한 길,존 스토트 지음 ;정옥배 옮김,IVP,2020,9.78893E+12,,9,,233.74,1,1,2021-03-09
1080,고양이 해결사 깜냥 2(독치),홍민정,창비,2020,9.78894E+12,,,,,0,0,2021-03-09
1081,어니스트의 멋진 하루(독치),앤서니 브라운,웅진주니어,2021,9.7889E+12,,,,843,1,0,2021-03-09
1082,마음요리 :가지가지 하는 마음을 위한 마음요리 처방전,엄지짱꽁냥소 지음,노란돼지,2021,9.79116E+12,,7,,181.7,1,0,2021-03-09
1083,일회용 가족(독치),이봄메,현북스,2021,9.79116E+12,,,,813.8,1,0,2021-03-09
1084,가족이 되다 ,김영주 지음 ;안병현 그림,단비청소년,2021,9.78896E+12,,4,,813.7,1,0,2021-03-09
1085,세상에서 가장 멋진 토끼(독치),김서율,바람의아이들,2021,9.79116E+12,,,,813.8,1,0,2021-03-09
1086,나를 지키는 열두 가지 말 :단단한 자존감을 만드는 당당한 말 한마디의 힘 ,강승임 지음 ;안상정 그림,책속물고기,2021,9.79116E+12,,7,,199.4,1,0,2021-03-09
1087,도망치고 싶을 때마다 책을 펼쳤다 :위로가 필요한 모든 순간 곁을 지켜준 문장들 ,우혜진 지음,Siso,2020,9.79119E+12,,0,,818,1,0,2021-03-09
1088,자업자득 :자존감 없이 자존심만 득해갑니다. ,최나영 지음,abou북스,2020,9.79119E+12,,4,,818,1,0,2021-03-09
1089,그렇게 말해줘서 고마워 :나를 지키고 관계를 지키는 일상의 단단한 언어들 ,김유진 지음,Fika,2020,9.79119E+12,,0,,818,1,0,2021-03-09
1090,혼자 여행을 다녀왔습니다(독치),마스다 미리,북포레스트,2021,9.7912E+12,,,,836,1,0,2021-03-09
1091,예진문의 취미기록(독치),문예진,책밥,2021,9.79119E+12,,,,818,1,0,2021-03-09
1092,유리멘탈을 위한 심리책 ,미즈시마 히로코 지음 ;전경아 옮김,갤리온,2021,9.7889E+12,,0,,189.2,1,0,2021-03-09
